raw,18.0-23.11,24.0-39.11,40.0-49.11,50.0-59.11,60.0-69.11,70.0-89.11
0,59,59,59,59,59,60
1,59,59,59,60,60,61
2,60,60,60,60,61,61
3,61,61,61,61,61,62
4,61,61,61,61,62,63
5,62,62,62,62,62,63
6,62,62,62,63,63,64
7,63,63,63,63,64,64
8,64,64,64,64,64,65
9,64,64,64,65,65,66
10,65,65,65,65,65,66
11,65,66,66,66,66,67
12,66,66,66,66,67,68
13,67,67,67,67,68,68
14,67,68,68,68,68,69
15,68,68,68,69,69,70
16,69,69,69,69,70,71
17,70,70,70,70,70,71
18,70,70,70,71,71,72
19,71,71,71,71,72,73
20,72,72,72,72,73,74
21,73,73,73,73,73,74
22,73,73,74,74,74,75
23,74,74,74,75,75,76
24,75,75,75,75,76,77
25,76,76,76,76,77,78
26,77,77,77,77,77,79
27,77,77,78,78,78,80
28,78,78,79,79,79,80
29,79,79,79,80,80,81
30,80,80,80,81,81,82
31,81,81,81,82,82,83
32,82,82,82,83,83,84
33,83,83,83,84,84,86
34,84,84,84,85,85,87
35,85,85,85,86,86,88
36,86,86,87,87,88,89
37,87,88,88,88,89,90
38,89,89,89,89,90,92
39,90,90,90,91,91,93
40,91,91,92,92,93,95
41,93,93,93,94,94,97
42,94,94,95,95,96,99
43,96,96,96,97,98,101
44,98,98,98,99,100,103
45,100,100,100,101,102,107
46,102,103,103,104,106,114
47,105,106,106,108,118,114
