ID,age,group,raw
201001,5.597260273972603,5.691408979574784,10
201008,7.287671232876712,7.207066573316953,19
201010,8.632876712328766,8.081294902661215,45
203001,7.008196721311475,7.207066573316953,34
203002,7.353424657534246,7.207066573316953,31
203003,8.05464480874317,8.081294902661215,38
203004,7.991780821917808,8.081294902661215,25
204001,8.293150684931508,8.081294902661215,42
204006,8.191256830601093,8.081294902661215,40
205001,8.465753424657533,8.081294902661215,18
205004,5.772602739726027,5.691408979574784,11
205008,8.243835616438357,8.081294902661215,32
205009,7.641095890410959,8.081294902661215,18
205013,6.736986301369863,6.512841221824458,28
205014,7.7835616438356166,8.081294902661215,14
205028,6.76986301369863,6.512841221824458,37
205029,5.794520547945205,5.691408979574784,41
205036,7.109289617486339,7.207066573316953,40
206001,6.164383561643835,6.512841221824458,9
206002,7.572602739726028,7.207066573316953,18
206005,7.380821917808219,7.207066573316953,44
206011,7.994520547945205,8.081294902661215,40
207001,6.367123287671233,6.512841221824458,14
207002,5.778082191780822,5.691408979574784,22
207004,6.835616438356165,6.512841221824458,22
207006,7.282191780821917,7.207066573316953,22
207007,6.676712328767123,6.512841221824458,20
207008,8.43013698630137,8.081294902661215,18
207022,6.389041095890411,6.512841221824458,17
207023,5.090163934426229,5.691408979574784,16
207024,5.2076502732240435,5.691408979574784,22
207025,5.363387978142076,5.691408979574784,18
207026,6.475409836065574,6.512841221824458,28
207027,5.333333333333333,5.691408979574784,14
207028,6.605479452054794,6.512841221824458,12
207029,5.1502732240437155,5.691408979574784,16
207030,5.027322404371585,5.691408979574784,11
207031,6.308743169398907,6.512841221824458,25
207032,6.50958904109589,6.512841221824458,26
208001,6.736986301369863,6.512841221824458,16
208011,5.879452054794521,5.691408979574784,11
209019,6.112021857923497,6.512841221824458,15
210001,7.245901639344262,7.207066573316953,30
210016,6.8,6.512841221824458,25
210018,6.8273972602739725,6.512841221824458,35
210039,5.084699453551913,5.691408979574784,12
210044,5.728767123287671,5.691408979574784,15
211008,6.64931506849315,6.512841221824458,31
211043,5.947945205479452,5.691408979574784,15
211056,7,7.207066573316953,42
211057,7.515068493150685,7.207066573316953,46
211072,6.816438356164383,6.512841221824458,14
211073,6.791780821917808,6.512841221824458,24
212001,7.284153005464481,7.207066573316953,17
213003,6.229508196721311,6.512841221824458,11
213009,5.311475409836065,5.691408979574784,7
213010,6.262295081967213,6.512841221824458,23
213013,7.389041095890411,7.207066573316953,36
213016,6.926027397260274,7.207066573316953,15
213019,6.079234972677596,5.691408979574784,25
214001,8.301369863013699,8.081294902661215,28
214002,6.802739726027397,6.512841221824458,27
214003,7.167123287671233,7.207066573316953,19
214004,8.172602739726027,8.081294902661215,16
214005,8.03551912568306,8.081294902661215,18
214006,8.01639344262295,8.081294902661215,37
214016,7.380821917808219,7.207066573316953,45
214025,6.668493150684932,6.512841221824458,41
214027,8.33972602739726,8.081294902661215,36
214033,6.86027397260274,7.207066573316953,23
214039,8.605479452054794,8.081294902661215,37
214046,8.613698630136986,8.081294902661215,29
214054,6.19672131147541,6.512841221824458,31
214055,6.19672131147541,6.512841221824458,31
214057,6.051912568306011,5.691408979574784,11
214059,6.945205479452055,7.207066573316953,44
214062,6.065573770491803,5.691408979574784,23
214064,5.286885245901639,5.691408979574784,12
214065,6.39344262295082,6.512841221824458,21
214066,5.76986301369863,5.691408979574784,13
214071,6.262295081967213,6.512841221824458,18
214073,6.786301369863014,6.512841221824458,14
215002,5.791780821917808,5.691408979574784,14
217001,6.265753424657534,6.512841221824458,10
217003,7.178082191780822,7.207066573316953,15
217005,6.6657534246575345,6.512841221824458,16
217006,8.008196721311476,8.081294902661215,29
217007,7.372602739726028,7.207066573316953,50
217008,7.608219178082192,7.207066573316953,45
217011,8.265753424657534,8.081294902661215,33
217012,8.364383561643836,8.081294902661215,37
217013,8.087431693989071,8.081294902661215,17
218001,5.816438356164383,5.691408979574784,13
